Location,Filename,Year,Month,Day,Hour,AQI,AQI_Class,Date,PM2.5,PM10,CO,NO2,SO2,O3
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-51.jpg,2023,2,4,12,281,e_Very_Unhealthy,2023-02-04,2.8,4.9,89.0,0.2,0.1,62.0
Tamil Nadu,TN_Good_2023-02-22-09.30-3-6.jpg,2023,2,22,12,36,a_Good,2023-02-22,8.3,12.4,216.0,13.8,2.4,52.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-2-92.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-2-16.jpg,2023,2,15,12,179,d_Unhealthy,2023-02-15,2.5,3.7,124.0,1.0,0.0,54.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-16.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Tamil Nadu,TN_Good_2023-03-21-08.30-1-127.jpg,2023,3,21,12,27,a_Good,2023-03-21,8.3,12.3,214.0,11.7,1.2,58.0
Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-151.jpg,2023,3,9,12,134,c_Unhealthy_for_Sensitive_Groups,2023-03-09,10.4,15.2,234.0,12.8,0.9,62.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-446.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-21.jpg,2023,2,18,12,331,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-99.jpg,2023,2,8,12,133,c_Unhealthy_for_Sensitive_Groups,2023-02-08,53.7,112.2,526.0,86.8,19.1,87.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-144.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Mumbai,MH_UN_2023-03-02-08.00-1-116.jpg,2023,3,2,12,156,d_Unhealthy,2023-03-02,165.8,246.8,1018.0,45.0,70.9,342.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-73.jpg,2023,2,24,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-24,132.7,224.4,1109.0,243.3,40.8,181.0
"Knowledge park, Greater Noida",UP_VUN_2023-02-27-10.30-1-169.jpg,2023,2,27,12,299,e_Very_Unhealthy,2023-02-27,44.7,71.7,613.0,101.2,20.5,98.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-40.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-3-37.jpg,2023,2,3,12,163,d_Unhealthy,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-3-161.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-1-102.jpg,2023,2,7,12,449,f_Severe,2023-02-07,3.0,5.3,89.0,0.3,0.1,54.0
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-2-123.jpg,2023,2,16,12,330,f_Severe,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Mumbai,MH_VUN_2023-02-24-15.00-1-126.jpg,2023,2,24,12,202,e_Very_Unhealthy,2023-02-24,73.3,112.7,633.0,41.2,49.7,231.0
"Knowledge park, Greater Noida",UP_VUN_2023-02-27-10.30-1-101.jpg,2023,2,27,12,299,e_Very_Unhealthy,2023-02-27,44.7,71.7,613.0,101.2,20.5,98.0
Mumbai,MH_UN_2023-03-16-11.00-1-225.jpg,2023,3,16,12,159,d_Unhealthy,2023-03-16,59.3,90.6,871.0,64.4,81.4,199.0
Bengaluru,BENGR_Mod_2023-03-01-08.30-1-11.jpg,2023,3,1,12,70,b_Moderate,2023-03-01,17.0,25.4,362.0,6.3,6.0,122.0
Tamil Nadu,TN_Good_2023-02-23-08.30-1-156.jpg,2023,2,23,12,43,a_Good,2023-02-23,2.9,4.1,131.0,0.9,1.6,95.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-276.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-3-39.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-3-10.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Bengaluru,BENGR_Good_2023-03-21-08.30-1-106.jpg,2023,3,21,12,47,a_Good,2023-03-21,9.1,13.8,245.0,15.6,3.6,110.0
Mumbai,MH_UH_2023-02-11-03.30-1-33.jpg,2023,2,11,12,154,d_Unhealthy,2023-02-11,50.5,82.9,477.0,34.0,35.6,181.0
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-1-21.jpg,2023,2,13,12,91,b_Moderate,2023-02-13,40.7,59.3,429.0,13.7,9.2,101.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-125.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-51.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-4-344.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
Tamil Nadu,TN_UN_2023-03-11-08.00-1-256.jpg,2023,3,11,12,152,d_Unhealthy,2023-03-11,4.6,7.8,155.0,2.7,0.9,90.0
Tamil Nadu,TN_UNH_2023-02-03-13.30-1-7.jpg,2023,2,3,12,167,d_Unhealthy,2023-02-03,26.3,38.1,500.0,65.8,1.9,18.0
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-106.jpg,2023,2,4,12,281,e_Very_Unhealthy,2023-02-04,2.8,4.9,89.0,0.2,0.1,62.0
Bengaluru,BENGR_Good_2023-02-26-08.30-1-211.jpg,2023,2,26,12,48,a_Good,2023-02-26,24.5,35.4,262.0,6.6,12.6,156.0
Tamil Nadu,TN_UnFSG_2023-03-01-08.30-1-186.jpg,2023,3,1,12,111,c_Unhealthy_for_Sensitive_Groups,2023-03-01,11.3,16.5,244.0,12.0,2.9,66.0
Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-32.jpg,2023,2,3,12,136,c_Unhealthy_for_Sensitive_Groups,2023-02-03,19.7,31.1,321.0,13.6,3.8,86.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-42.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Mumbai,MH_UN_2023-03-12-13.00-1-358.jpg,2023,3,12,12,156,d_Unhealthy,2023-03-12,240.3,345.5,1730.0,61.2,111.6,478.0
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-171.jpg,2023,2,25,12,73,b_Moderate,2023-02-25,19.2,27.9,256.0,7.8,9.3,142.0
Mumbai,MH_VUN_2023-02-25-10.00-1-76.jpg,2023,2,25,12,206,e_Very_Unhealthy,2023-02-25,64.3,98.3,654.0,37.4,50.9,173.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-63.jpg,2023,2,18,12,320,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
Mumbai,MH_UnFSG_2023-02-15-10.30-1-55.jpg,2023,2,15,12,143,c_Unhealthy_for_Sensitive_Groups,2023-02-15,82.2,119.0,737.0,40.3,51.8,253.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-50.jpg,2023,2,3,12,163,d_Unhealthy,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Mumbai,MH_VUN_2023-02-24-15.00-1-206.jpg,2023,2,24,12,202,e_Very_Unhealthy,2023-02-24,73.3,112.7,633.0,41.2,49.7,231.0
Mumbai,MH_UH_2023-02-10-14.30-1-56.jpg,2023,2,10,12,160,d_Unhealthy,2023-02-10,74.7,110.8,581.0,28.9,36.7,198.0
Tamil Nadu,TN_Good_2023-03-21-08.30-2-81.jpg,2023,3,21,12,27,a_Good,2023-03-21,8.3,12.3,214.0,11.7,1.2,58.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-9.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-3-316.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
Mumbai,MH_UnFSG_2023-02-23-11.00-1-181.jpg,2023,2,23,12,130,c_Unhealthy_for_Sensitive_Groups,2023-02-23,70.5,109.9,662.0,40.6,61.8,226.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-2-15.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-56.jpg,2023,2,23,12,97,b_Moderate,2023-02-23,18.2,26.4,272.0,8.0,8.1,126.0
Mumbai,MH_Mod_2023-03-21-15.00-1-211.jpg,2023,3,21,12,92,b_Moderate,2023-03-21,15.9,32.0,246.0,16.3,15.8,72.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-3-251.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-124.jpg,2023,2,8,12,133,c_Unhealthy_for_Sensitive_Groups,2023-02-08,53.7,112.2,526.0,86.8,19.1,87.0
Mumbai,MH_UN_2023-03-13-10.00-1-162.jpg,2023,3,13,12,197,d_Unhealthy,2023-03-13,346.5,501.1,2447.0,38.8,125.9,577.0
"Biratnagar, Nepal",BRI_Un_2023-02-09-08.00-8.jpg,2023,2,9,12,171,d_Unhealthy,2023-02-09,94.8,138.8,596.0,11.1,12.4,122.0
Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-28.jpg,2023,2,9,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-09,28.2,41.3,282.0,10.7,8.9,132.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-1-15.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-3-33.jpg,2023,2,16,12,268,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-126.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-3-12.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Mumbai,MH_UH_2023-02-03- 09.30-1-66.jpg,2023,2,3,12,162,d_Unhealthy,2023-02-03,121.1,177.4,813.0,48.2,60.2,256.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-34.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
Mumbai,MH_UnFSG_2023-02-17-19.00-2-25.jpg,2023,2,17,12,145,c_Unhealthy_for_Sensitive_Groups,2023-02-17,64.3,96.9,620.0,42.0,43.7,225.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-3-55.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2457.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-24.jpg,2023,2,16,12,245,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-9.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-1537.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"Biratnagar, Nepal",BRI_UFSG_2023-02-03- 15.00-8.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Mumbai,MH_UH_2023-02-02- 09.30-1-37.jpg,2023,2,2,12,182,d_Unhealthy,2023-02-02,122.9,179.7,829.0,44.0,61.7,239.0
Mumbai,MH_Good_2023-03-22-11.00-1-176.jpg,2023,3,22,12,49,a_Good,2023-03-22,16.2,31.8,249.0,15.6,16.8,76.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-58.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
Tamil Nadu,TN_Mod_2023-02-28-08.30-1-196.jpg,2023,2,28,12,73,b_Moderate,2023-02-28,3.8,5.7,174.0,4.3,0.9,75.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-1-76.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-4.jpg,2023,3,6,12,104,c_Unhealthy_for_Sensitive_Groups,2023-03-06,57.3,103.8,710.0,101.0,20.8,124.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-40.jpg,2023,2,18,12,331,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
Mumbai,MH_UnFSG_2023-02-15-10.30-1-58.jpg,2023,2,15,12,143,c_Unhealthy_for_Sensitive_Groups,2023-02-15,82.2,119.0,737.0,40.3,51.8,253.0
Tamil Nadu,TN_Good_2023-02-27-16.30-1-131.jpg,2023,2,27,12,43,a_Good,2023-02-27,5.9,9.2,177.0,7.1,1.1,74.0
Mumbai,MH_Good_2023-03-22-11.00-7.jpg,2023,3,22,12,49,a_Good,2023-03-22,16.2,31.8,249.0,15.6,16.8,76.0
Bengaluru,BENGR_Good_2023-02-27-08.30-1-346.jpg,2023,2,27,12,47,a_Good,2023-02-27,10.8,15.8,277.0,6.9,7.3,131.0
Mumbai,MH_UH_2023-02-02- 09.30-1-91.jpg,2023,2,2,12,182,d_Unhealthy,2023-02-02,122.9,179.7,829.0,44.0,61.7,239.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-3-68.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Tamil Nadu,TN_Good_2023-02-22-09.30-3-61.jpg,2023,2,22,12,36,a_Good,2023-02-22,8.3,12.4,216.0,13.8,2.4,52.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-91.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-3-34.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Mumbai,MH_UnFSG_2023-03-14-13.00-1-103.jpg,2023,3,14,12,138,c_Unhealthy_for_Sensitive_Groups,2023-03-14,160.7,240.3,1639.0,42.4,85.0,345.0
Mumbai,MH_UnFSG_2023-02-17-19.00-2-17.jpg,2023,2,17,12,145,c_Unhealthy_for_Sensitive_Groups,2023-02-17,64.3,96.9,620.0,42.0,43.7,225.0
Mumbai,MH_VUN_2023-02-24-15.00-1-261.jpg,2023,2,24,12,202,e_Very_Unhealthy,2023-02-24,73.3,112.7,633.0,41.2,49.7,231.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-40.jpg,2023,2,16,12,245,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-179.jpg,2023,2,4,12,281,e_Very_Unhealthy,2023-02-04,2.8,4.9,89.0,0.2,0.1,62.0
Mumbai,MH_UnFSG_2023-03-14-13.00-6.jpg,2023,3,14,12,138,c_Unhealthy_for_Sensitive_Groups,2023-03-14,160.7,240.3,1639.0,42.4,85.0,345.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-81.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-21.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-33.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-1-17.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Tamil Nadu,TN_UHFSG_2023-02-02- 09.00-2-16.jpg,2023,2,2,12,107,c_Unhealthy_for_Sensitive_Groups,2023-02-02,23.7,34.2,540.0,59.0,1.5,15.0
Bengaluru,BENGR_Mod_2023-03-01-08.30-1-251.jpg,2023,3,1,12,70,b_Moderate,2023-03-01,17.0,25.4,362.0,6.3,6.0,122.0
Tamil Nadu,TN_MOD_2023-02-09-08.30-2-19.jpg,2023,2,9,12,78,b_Moderate,2023-02-09,20.1,29.8,485.0,57.4,2.2,10.0
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-1-31.jpg,2023,2,7,12,449,f_Severe,2023-02-07,3.0,5.3,89.0,0.3,0.1,54.0
Bengaluru,BENGR_Good_2023-02-26-08.30-1-171.jpg,2023,2,26,12,48,a_Good,2023-02-26,24.5,35.4,262.0,6.6,12.6,156.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-1-8.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Mumbai,MH_UN_2023-03-12-13.00-1-267.jpg,2023,3,12,12,156,d_Unhealthy,2023-03-12,240.3,345.5,1730.0,61.2,111.6,478.0
Mumbai,MH_UN_2023-03-12-13.00-1-316.jpg,2023,3,12,12,156,d_Unhealthy,2023-03-12,240.3,345.5,1730.0,61.2,111.6,478.0
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-1-63.jpg,2023,2,7,12,449,f_Severe,2023-02-07,3.0,5.3,89.0,0.3,0.1,54.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-3-20.jpg,2023,2,3,12,163,d_Unhealthy,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Tamil Nadu,TN_Good_2023-03-21-08.30-1-57.jpg,2023,3,21,12,27,a_Good,2023-03-21,8.3,12.3,214.0,11.7,1.2,58.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-366.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-10.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
Tamil Nadu,TN_UnFSG_2023-03-02-08.30-1-106.jpg,2023,3,2,12,119,c_Unhealthy_for_Sensitive_Groups,2023-03-02,8.6,16.2,185.0,2.6,1.1,86.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-36.jpg,2023,2,16,12,245,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Bengaluru,BENGR_Good_2023-02-19-08.30-1-6.jpg,2023,2,19,12,41,a_Good,2023-02-19,14.6,21.7,286.0,7.9,10.9,146.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-20-08.30-1-71.jpg,2023,2,20,12,331,f_Severe,2023-02-20,26.1,49.7,219.0,20.0,5.1,100.0
Bengaluru,BENGR_UHFSG_2023-02-15-14.30-1-36.jpg,2023,2,15,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-15,18.6,26.8,278.0,7.8,11.8,147.0
Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-24.jpg,2023,2,9,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-09,28.2,41.3,282.0,10.7,8.9,132.0
Mumbai,MH_Good_2023-03-23-17.00-1-330.jpg,2023,3,23,12,47,a_Good,2023-03-23,18.4,34.5,257.0,17.2,19.2,71.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-3-2.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Tamil Nadu,TN_UN_2023-03-11-08.00-1-141.jpg,2023,3,11,12,152,d_Unhealthy,2023-03-11,4.6,7.8,155.0,2.7,0.9,90.0
Tamil Nadu,TN_MOD_2023-02-09-08.30-2-41.jpg,2023,2,9,12,78,b_Moderate,2023-02-09,20.1,29.8,485.0,57.4,2.2,10.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-2-16.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
Mumbai,MH_UnFSG_2023-02-23-11.00-1-1.jpg,2023,2,23,12,130,c_Unhealthy_for_Sensitive_Groups,2023-02-23,70.5,109.9,662.0,40.6,61.8,226.0
"Biratnagar, Nepal",BRI_Un_2023-02-02-1700-16.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-31.jpg,2023,2,3,12,136,c_Unhealthy_for_Sensitive_Groups,2023-02-03,19.7,31.1,321.0,13.6,3.8,86.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-1241.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
Mumbai,MH_UnFSG_2023-02-17-19.00-2-52.jpg,2023,2,17,12,145,c_Unhealthy_for_Sensitive_Groups,2023-02-17,64.3,96.9,620.0,42.0,43.7,225.0
Mumbai,MH_Good_2023-03-23-17.00-1-477.jpg,2023,3,23,12,47,a_Good,2023-03-23,18.4,34.5,257.0,17.2,19.2,71.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-1-246.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
Mumbai,MH_Good_2023-03-23-17.00-1.jpg,2023,3,23,12,47,a_Good,2023-03-23,18.4,34.5,257.0,17.2,19.2,71.0
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-2-31.jpg,2023,2,17,12,372,f_Severe,2023-02-17,0.2,0.3,91.0,0.1,0.0,49.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-3-18.jpg,2023,2,16,12,268,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Tamil Nadu,TN_UNH_2023-02-03-12.30-1-2.jpg,2023,2,3,12,150,d_Unhealthy,2023-02-03,26.3,38.1,500.0,65.8,1.9,18.0
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-86.jpg,2023,2,25,12,73,b_Moderate,2023-02-25,19.2,27.9,256.0,7.8,9.3,142.0
Bengaluru,BENGR_Good_2023-03-25-08.30-1-55.jpg,2023,3,25,12,32,a_Good,2023-03-25,26.6,39.9,248.0,8.4,5.4,133.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-137.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Mumbai,MH_Good_2023-03-22-11.00-1-372.jpg,2023,3,22,12,49,a_Good,2023-03-22,16.2,31.8,249.0,15.6,16.8,76.0
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-456.jpg,2023,3,9,12,51,b_Moderate,2023-03-09,32.7,47.8,341.0,6.8,6.3,123.0
Tamil Nadu,TN_Good_2023-02-22-09.30-1-131.jpg,2023,2,22,12,36,a_Good,2023-02-22,8.3,12.4,216.0,13.8,2.4,52.0
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-2-74.jpg,2023,2,13,12,91,b_Moderate,2023-02-13,40.7,59.3,429.0,13.7,9.2,101.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-6.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Mumbai,MH_UH_2023-02-14-11.30-1-55.jpg,2023,2,14,12,160,d_Unhealthy,2023-02-14,81.3,119.0,721.0,41.8,52.8,260.0
Mumbai,MH_UH_2023-02-10-14.30-1-66.jpg,2023,2,10,12,160,d_Unhealthy,2023-02-10,74.7,110.8,581.0,28.9,36.7,198.0
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-1-16.jpg,2023,2,22,12,450,f_Severe,2023-02-22,2.4,4.2,128.0,0.1,0.0,83.0
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-73.jpg,2023,2,17,12,372,f_Severe,2023-02-17,0.2,0.3,91.0,0.1,0.0,49.0
Tamil Nadu,TN_UHFSG_2023-02-10-08.30-1-4.jpg,2023,2,10,12,105,c_Unhealthy_for_Sensitive_Groups,2023-02-10,3.4,5.3,152.0,3.8,0.5,78.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-3-48.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-36.jpg,2023,2,8,12,133,c_Unhealthy_for_Sensitive_Groups,2023-02-08,53.7,112.2,526.0,86.8,19.1,87.0
Mumbai,MH_UH_2023-02-14-11.30-1-41.jpg,2023,2,14,12,160,d_Unhealthy,2023-02-14,81.3,119.0,721.0,41.8,52.8,260.0
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-9.jpg,2023,2,4,12,281,e_Very_Unhealthy,2023-02-04,2.8,4.9,89.0,0.2,0.1,62.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-3-73.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Mumbai,MH_Mod_2023-03-21-15.00-1-148.jpg,2023,3,21,12,92,b_Moderate,2023-03-21,15.9,32.0,246.0,16.3,15.8,72.0
